Round,Track,Lap,Position,Fuel,"Tyre Condition","Tyre Choice",Pit,"Lap Time","Lap Distance",Cornering,Inclines,Camber,Grip,Altitude,Roughness,Width,Temperature,Humidity,"Wind (Avg. Speed)","Wind (Gusts)","Air Density","Air Pressure"
3,Switzerland,60,3,26.701009176101,71.339023942031,"Extra Soft",0,64.906285506476,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,61,3,24.484510705451,66.562194599036,"Extra Soft",0,66.204734167104,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,62,3,22.268012234801,61.785365256041,"Extra Soft",0,64.373182827733,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,63,3,20.051513764151,57.008535913046,"Extra Soft",0,65.874631488361,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,64,3,17.835015293501,52.231706570051,"Extra Soft",0,65.88208014899,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,65,3,15.618516822851,47.454877227056,"Extra Soft",0,65.863528809618,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,66,3,13.402018352202,42.678047884061,"Extra Soft",0,64.226977470247,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,67,3,11.185519881552,37.901218541066,"Extra Soft",0,64.755426130875,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,68,3,8.9690214109018,33.124389198072,"Extra Soft",0,64.937874791504,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,69,3,6.7525229402519,28.347559855077,"Extra Soft",0,63.604323452132,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,70,2,4.536024469602,23.570730512082,"Extra Soft",0,65.098772112761,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,71,2,2.3195259989521,18.793901169087,"Extra Soft",0,64.595220773389,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,72,3,40,100,"Extra Soft",1,94.906669434018,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,73,3,37.78350152935,95.223170657005,"Extra Soft",0,66.514042203333,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,74,3,35.5670030587,90.44634131401,"Extra Soft",0,65.484490863962,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,75,3,33.35050458805,85.669511971015,"Extra Soft",0,66.63293952459,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,76,3,31.134006117401,80.89268262802,"Extra Soft",0,65.570388185219,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,77,3,28.917507646751,76.115853285026,"Extra Soft",0,65.880836845847,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,78,3,26.701009176101,71.339023942031,"Extra Soft",0,65.259285506476,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,79,3,24.484510705451,66.562194599036,"Extra Soft",0,66.392734167104,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,80,3,22.268012234801,61.785365256041,"Extra Soft",0,65.997182827733,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,81,3,20.051513764151,57.008535913046,"Extra Soft",0,64.779631488361,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,82,3,17.835015293501,52.231706570051,"Extra Soft",0,64.21908014899,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,83,3,15.618516822851,47.454877227056,"Extra Soft",0,65.647528809618,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,84,3,13.402018352202,42.678047884061,"Extra Soft",0,64.198977470247,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,85,3,11.185519881552,37.901218541066,"Extra Soft",0,65.169426130875,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,86,3,8.9690214109018,33.124389198072,"Extra Soft",0,64.128874791504,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,87,3,6.7525229402519,28.347559855077,"Extra Soft",0,64.124323452132,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,88,3,4.536024469602,23.570730512082,"Extra Soft",0,63.378772112761,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,89,3,2.3195259989521,18.793901169087,"Extra Soft",0,63.986220773389,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
3,Switzerland,90,3,0.10302752830226,14.017071826092,"Extra Soft",0,63.108669434018,3.4,93,58,44,61,91,54,2,14,46,95,59,78,100
